District ID,District Name,School ID,School Name,School Year,Number of Students Tested,Standard CMT Score Summary Average Scale Score,Standard CMT Score Summary Percent at above Goal level,Standard CMT Score Summary Percent at above Proficient level
160,Willington School District,51,Hall Memorial School,2010-11,59,273.1,74.6,93.2
161,Wilton School District,52,Middlebrook School,2010-11,325,296.9,92.9,98.8
162,Winchester School District,2,Mary P. Hinsdale School,2010-11,,,,
162,Winchester School District,51,Pearson Middle School,2010-11,109,253.7,57.8,83.5
163,Windham School District,51,Windham Middle School,2010-11,209,222.1,27.8,55
165,Windsor Locks School District,51,Windsor Locks Middle School,2010-11,123,260,71.5,87.8
164,Windsor School District,53,Sage Park Middle School,2010-11,238,263.7,67.2,92.9
166,Wolcott School District,51,Tyrrell Middle School,2010-11,218,284,86.2,93.6
167,Woodbridge School District,2,Beecher Road Intermediate School,2010-11,96,310.2,95.8,99
169,Woodstock School District,51,Woodstock Middle School,2010-11,79,280.2,82.3,98.7
288,Achievement First Hartford Academy Inc.,1,Achievement First Hartford Academy Inc.,2009-10,79,258.3,68.4,93.7
279,Amistad Academy District,51,Amistad Academy,2009-10,72,269.2,84.7,100
1,Andover School District,1,Andover Elementary School,2009-10,49,284.6,83.7,95.9
2,Ansonia School District,3,Mead School,2009-10,84,275.9,82.1,94
2,Ansonia School District,8,Prendergast School,2009-10,89,269,70.8,88.8
244,Area Cooperative Educational Services,51,Thomas Edison Magnet Middle School,2009-10,236,237.9,43.2,72.5
244,Area Cooperative Educational Services,3,Wintergreen Interdistrict  Magnet School,2009-10,62,253.6,59.7,80.6
3,Ashford School District,1,Ashford School,2009-10,44,273.5,77.3,93.2
4,Avon School District,5,Thompson Brook School,2009-10,275,297,93.8,99.3
5,Barkhamsted School District,1,Barkhamsted Elementary School,2009-10,46,266.6,82.6,95.7
7,Berlin School District,51,Catherine M. McGee Middle School,2009-10,244,278.7,86.1,96.7
8,Bethany School District,1,Bethany Community School,2009-10,70,287.9,85.7,97.1
9,Bethel School District,51,Bethel Middle School,2009-10,241,283.8,89.2,95.4
11,Bloomfield School District,7,Carmen Arace Intermediate School,2009-10,115,264.2,74.8,91.3
12,Bolton School District,1,Bolton Center School,2009-10,71,299.7,90.1,98.6
13,Bozrah School District,1,Fields Memorial School,2009-10,21,269,66.7,90.5
14,Branford School District,51,Francis Walsh Intermediate School,2009-10,255,270.4,78.8,94.5
285,Bridgeport Achievement First,1,Achievement First Bridgeport Academy,2009-10,72,248.9,56.9,80.6
15,Bridgeport School District,1,Barnum School,2009-10,53,231.2,41.5,69.8
15,Bridgeport School District,2,Beardsley School,2009-10,35,266.3,77.1,94.3
15,Bridgeport School District,3,Black Rock School,2009-10,21,262.8,81,90.5
15,Bridgeport School District,40,Blackham School,2009-10,92,242.9,51.1,67.4
15,Bridgeport School District,4,Bryant School,2009-10,31,239,41.9,77.4
15,Bridgeport School District,14,Cesar Batalla School,2009-10,118,219.5,28,57.6
15,Bridgeport School District,21,Classical Studies Academy,2009-10,35,233.5,37.1,68.6
15,Bridgeport School District,5,Columbus School,2009-10,48,240.8,43.8,77.1
15,Bridgeport School District,39,Cross School,2009-10,35,248.9,57.1,85.7
15,Bridgeport School District,42,Curiale School,2009-10,49,216.1,34.7,44.9
15,Bridgeport School District,41,Dunbar School,2009-10,28,210,17.9,53.6
15,Bridgeport School District,7,Edison School,2009-10,26,245.7,61.5,76.9
15,Bridgeport School District,32,Geraldine Johnson School,2009-10,70,223.4,32.9,57.1
15,Bridgeport School District,11,Hall School,2009-10,32,276.3,96.9,100
15,Bridgeport School District,12,Hallen School,2009-10,34,229.7,38.2,64.7
15,Bridgeport School District,45,High Horizons Magnet School,2009-10,49,268.4,79.6,100
15,Bridgeport School District,13,Hooker School,2009-10,52,242.5,63.5,75
15,Bridgeport School District,22,Jettie S. Tisdale School,2009-10,62,245.6,51.6,79
15,Bridgeport School District,19,Longfellow School,2009-10,30,227.8,43.3,70
15,Bridgeport School District,10,Luis Munoz Marin School,2009-10,90,214.7,22.2,51.1
15,Bridgeport School District,20,Madison School,2009-10,64,246.3,46.9,81.3
15,Bridgeport School District,46,Multicultural Magnet School,2009-10,50,285.4,96,100
15,Bridgeport School District,17,Park City Magnet School,2009-10,50,273.4,82,96
15,Bridgeport School District,25,Read School,2009-10,69,226.3,33.3,66.7
15,Bridgeport School District,26,Roosevelt School,2009-10,38,222.2,34.2,52.6
15,Bridgeport School District,30,Waltersville School,2009-10,38,246.9,55.3,84.2
15,Bridgeport School District,36,Winthrop School,2009-10,83,275.6,80.7,96.4
17,Bristol School District,51,Chippens Hill Middle School,2009-10,275,259.8,64.4,84.7
17,Bristol School District,53,Memorial Boulevard Middle School,2009-10,170,260.9,64.7,85.3
17,Bristol School District,52,Northeast Middle School,2009-10,189,255.9,64.6,83.6
18,Brookfield School District,53,Whisconier Middle School,2009-10,203,291,93.6,99
19,Brooklyn School District,51,Brooklyn Middle School,2009-10,100,255.2,62,82
21,Canaan School District,1,Lee H. Kellogg School,2009-10,,,,
22,Canterbury School District,51,Dr. Helen Baldwin Middle School,2009-10,50,266.6,80,98
23,Canton School District,3,Canton Intermediate School,2009-10,118,291.2,87.3,94.1
241,Capitol Region Education Council,52,CREC - Public Safety Academy Interdistrict Magnet School,2009-10,53,240,49.1,73.6
241,Capitol Region Education Council,61,Metropolitan Learning Center,2009-10,111,261.9,64,88.3
241,Capitol Region Education Council,31,Montessori Magnet School,2009-10,,,,
241,Capitol Region Education Council,50,Two Rivers Middle Magnet School,2009-10,191,272.5,72.8,91.1
24,Chaplin School District,2,Chaplin Elementary School,2009-10,,,,
25,Cheshire School District,1,Chapman School,2009-10,68,285.8,88.2,95.6
25,Cheshire School District,6,Doolittle School,2009-10,89,281.1,79.8,94.4
25,Cheshire School District,4,Highland School,2009-10,137,295.9,94.9,100
25,Cheshire School District,5,Norton School,2009-10,79,291.4,91.1,98.7
26,Chester School District,1,Chester Elementary School,2009-10,54,278,83.3,100
27,Clinton School District,51,Jared Eliot School,2009-10,160,258.6,65,88.8
28,Colchester School District,51,William J. Johnston Middle School,2009-10,245,279.3,82.4,95.5
29,Colebrook School District,1,Colebrook Consolidated School,2009-10,,,,
30,Columbia School District,1,Horace W. Porter School,2009-10,55,267.2,76.4,92.7
243,Cooperative Educational Services,1,Six-Six Magnet School,2009-10,38,276.9,86.8,100
31,Cornwall School District,1,Cornwall Consolidated School,2009-10,,,,
32,Coventry School District,51,Capt. Nathan Hale School,2009-10,143,283.3,86,97.2
33,Cromwell School District,51,Cromwell Middle School,2009-10,160,277.8,78.8,96.3
34,Danbury School District,51,Broadview Middle School,2009-10,330,264.4,66.7,89.4
34,Danbury School District,52,Rogers Park Middle School,2009-10,320,265.8,67.5,89.7
35,Darien School District,51,Middlesex Middle School,2009-10,391,301.2,94.9,99.5
36,Deep River School District,1,Deep River Elementary School,2009-10,45,307.9,97.8,100
37,Derby School District,6,Bradley School,2009-10,52,247,57.7,80.8
37,Derby School District,4,Irving School,2009-10,48,242.5,43.8,83.3
40,East Granby School District,51,East Granby Middle School,2009-10,84,283.6,89.3,96.4
41,East Haddam School District,51,Nathan Hale-Ray Middle School,2009-10,103,266.7,75.7,95.1
42,East Hampton School District,51,East Hampton Middle School,2009-10,180,282.7,85,93.9
43,East Hartford School District,24,Sunset Ridge School Elementary Academy for Arts and World Languages,2009-10,444,239.4,44.8,76.1
44,East Haven School District,17,Carbone School/East Haven Academy,2009-10,43,278.3,86,97.7
44,East Haven School District,14,D. C. Moore School,2009-10,28,259.7,75,92.9
44,East Haven School District,1,Deer Run School,2009-10,57,258.5,64.9,86
44,East Haven School District,13,Dominick H. Ferrara School,2009-10,33,250.8,57.6,78.8
44,East Haven School District,10,Grove J. Tuttle School,2009-10,36,250.5,55.6,91.7
44,East Haven School District,7,Momauguin School,2009-10,28,253.9,57.1,85.7
44,East Haven School District,16,Robert W. Carbone School,2009-10,39,257.2,74.4,92.3
45,East Lyme School District,51,East Lyme Middle School,2009-10,205,281.6,81,97.6
47,East Windsor School District,54,East Windsor Middle School,2009-10,90,269.9,77.8,94.4
39,Eastford School District,1,Eastford Elementary School,2009-10,,,,
46,Easton School District,51,Helen Keller Middle School,2009-10,117,299.2,93.2,99.1
48,Ellington School District,7,Windermere Intermediate School,2009-10,189,285.2,87.8,98.9
289,Elm City College Preparatory School,1,Elm City College Preparatory School,2009-10,59,260.9,71.2,89.8
49,Enfield School District,13,Edgar H. Parkman School,2009-10,51,294,98,100
49,Enfield School District,16,Eli Whitney School,2009-10,51,268.6,78.4,92.2
49,Enfield School District,2,Enfield Street School,2009-10,43,278.7,83.7,97.7
49,Enfield School District,12,Harriet Beecher Stowe School,2009-10,39,282.7,92.3,100
49,Enfield School District,4,Hazardville Memorial School,2009-10,52,277.7,86.5,96.2
49,Enfield School District,18,Henry Barnard School,2009-10,64,257.4,67.2,89.1
49,Enfield School District,11,Nathan Hale School,2009-10,39,280,97.4,100
49,Enfield School District,15,Prudence Crandall School,2009-10,65,274.2,92.3,98.5
49,Enfield School District,17,Thomas G. Alcorn School,2009-10,27,257.4,66.7,88.9
50,Essex School District,1,Essex Elementary School,2009-10,67,274.6,77.6,97
51,Fairfield School District,52,Fairfield Woods Middle School,2009-10,231,288.1,88.3,97.8
51,Fairfield School District,53,Roger Ludlowe Middle School,2009-10,347,278.3,82.1,94.5
51,Fairfield School District,51,Tomlinson Middle School,2009-10,255,285.1,87.1,98.4
52,Farmington School District,5,West Woods Upper Elementary School,2009-10,338,292.4,90.2,97.3
53,Franklin School District,1,Franklin Elementary School,2009-10,,,,
54,Glastonbury School District,8,Gideon Welles School,2009-10,532,291.9,89.5,97.7
56,Granby School District,4,Kelly Lane Intermediate School,2009-10,100,298.9,93,99
56,Granby School District,3,Wells Road Intermediate School,2009-10,91,300.7,97.8,100
57,Greenwich School District,51,Central Middle School,2009-10,190,288.6,84.2,95.8
57,Greenwich School District,52,Eastern Middle School,2009-10,271,295.6,89.3,96.3
57,Greenwich School District,53,Western Middle School,2009-10,157,267.1,72,87.9
58,Griswold School District,51,Griswold Middle School,2009-10,132,257.8,67.4,94.7
59,Groton School District,53,Carl C. Cutler Middle School,2009-10,111,276.5,78.4,94.6
59,Groton School District,51,Fitch Middle School,2009-10,124,253,58.1,88.7
59,Groton School District,52,West Side Middle School,2009-10,91,239.2,40.7,75.8
60,Guilford School District,7,A. Baldwin Middle School,2009-10,268,297.9,89.9,95.9
62,Hamden School District,12,Bear Path School,2009-10,66,259.3,68.2,90.9
62,Hamden School District,2,Church Street School,2009-10,62,249.6,58.1,90.3
62,Hamden School District,3,Dunbar Hill School,2009-10,50,250,58,80
62,Hamden School District,4,Helen Street School,2009-10,43,250.6,58.1,81.4
62,Hamden School District,11,Ridge Hill School,2009-10,36,257.8,58.3,88.9
62,Hamden School District,1,Shepherd Glen School,2009-10,46,277,78.3,89.1
62,Hamden School District,10,Spring Glen School,2009-10,39,250.2,53.8,79.5
62,Hamden School District,14,West Woods School,2009-10,58,282.9,87.9,98.3
63,Hampton School District,1,Hampton Elementary School,2009-10,,,,
64,Hartford School District,1,Americas Choice at SAND,2009-10,41,218.6,24.4,53.7
64,Hartford School District,4,Batchelder School,2009-10,40,230.9,30,57.5
64,Hartford School District,33,Breakthrough Magnet School,2009-10,29,249.1,58.6,86.2
64,Hartford School District,6,Burns Latino Studies Academy,2009-10,54,224.9,29.6,57.4
64,Hartford School District,23,Burr School,2009-10,45,237.2,40,82.2
64,Hartford School District,69,Capital Preparatory Magnet School,2009-10,43,226.1,34.9,60.5
64,Hartford School District,24,Clark School,2009-10,32,209.8,18.8,50
64,Hartford School District,64,Classical Magnet School,2009-10,106,239.1,44.3,73.6
64,Hartford School District,53,Dr. Joseph Bellizzi Middle School,2009-10,62,230.1,32.3,67.7
64,Hartford School District,54,Hartford Magnet Middle School,2009-10,185,263,70.3,89.7
64,Hartford School District,9,Hooker School,2009-10,28,245.7,46.4,75
64,Hartford School District,36,IB Global Communications Academy,2009-10,78,231.4,32.1,74.4
64,Hartford School District,10,Kennelly School,2009-10,74,231.9,36.5,67.6
64,Hartford School District,11,Kinsella Magnet School,2009-10,55,237,34.5,80
64,Hartford School District,8,M. D. Fox ComPACT School,2009-10,51,223.4,23.5,68.6
64,Hartford School District,16,M. L. King School,2009-10,44,237.3,43.2,72.7
64,Hartford School District,12,McDonough School,2009-10,48,224.6,27.1,60.4
64,Hartford School District,19,Milner Core Knowledge School,2009-10,24,217.4,29.2,54.2
64,Hartford School District,32,Moylan School,2009-10,55,228.3,29.1,63.6
64,Hartford School District,14,Naylor School,2009-10,68,217.1,25,50
64,Hartford School District,20,Noah Webster Micro Society School,2009-10,49,261.8,65.3,89.8
64,Hartford School District,15,Parkville Community School,2009-10,45,242.9,48.9,80
64,Hartford School District,30,Sanchez School,2009-10,28,231.3,35.7,71.4
64,Hartford School District,17,Sarah J. Rawson Elementary School,2009-10,51,241.8,47.1,76.5
64,Hartford School District,26,Simpson-Waverly School,2009-10,37,252.5,64.9,91.9
64,Hartford School District,25,STEM Magnet School at Annie-Fisher School,2009-10,,,,
64,Hartford School District,21,West Middle School,2009-10,45,238.2,37.8,64.4
64,Hartford School District,22,Wish School,2009-10,27,245.9,55.6,77.8
65,Hartland School District,1,Hartland School,2009-10,,,,
67,Hebron School District,1,Hebron Elementary School,2009-10,158,291.9,89.9,98.7
286,Highville Charter School District,1,Highville Charter School,2009-10,,,,
264,Integrated Day Charter School District,1,Integrated Day Charter School,2009-10,32,248.7,65.6,87.5
265,Interdistrict School for Arts and Comm District,51,Interdistrict School For Arts And Communication,2009-10,60,238.8,38.3,71.7
261,Jumoke Academy District,1,Jumoke Academy,2009-10,35,259,68.6,88.6
68,Kent School District,1,Kent Center School,2009-10,23,285.3,87,100
69,Killingly School District,52,Killingly Intermediate School,2009-10,194,267.4,75.8,91.8
245,Learn,50,Dual Language Arts Academy/Academia Bilingue de las Artes,2009-10,22,236.4,40.9,72.7
71,Lebanon School District,51,Lebanon Middle School,2009-10,98,262.4,72.4,93.9
72,Ledyard School District,4,Gallup Hill School,2009-10,40,289.5,90,100
72,Ledyard School District,3,Juliet W. Long School,2009-10,89,291.8,95.5,98.9
72,Ledyard School District,1,Ledyard Center School,2009-10,63,276.8,81,92.1
73,Lisbon School District,1,Lisbon Central School,2009-10,65,252.6,61.5,89.2
74,Litchfield School District,3,Litchfield Intermediate School,2009-10,101,285.3,85.1,95
76,Madison School District,6,Dr. Robert H. Brown Middle School,2009-10,297,293.4,94.6,98.7
77,Manchester School District,17,Elisabeth M. Bennet Academy,2009-10,435,256.6,61.1,84.4
78,Mansfield School District,51,Mansfield Middle School School,2009-10,146,273.4,79.5,95.2
79,Marlborough School District,1,Elmer Thienes-Mary Hall Elementary School,2009-10,82,301,92.7,98.8
80,Meriden School District,52,Lincoln Middle School,2009-10,209,247.5,53.6,78
80,Meriden School District,54,Washington Middle School,2009-10,257,239.4,48.6,70.8
83,Middletown School District,15,Keigwin Middle School,2009-10,360,257.8,65.3,84.2
84,Milford School District,51,East Shore Middle School,2009-10,160,268.2,74.4,93.1
84,Milford School District,52,Harborside Middle School,2009-10,196,281.2,81.6,94.9
84,Milford School District,53,West Shore Middle School,2009-10,181,270.2,75.7,95.6
85,Monroe School District,6,Chalk Hill School,2009-10,295,287.2,88.1,98
86,Montville School District,51,Leonard J. Tyl Middle School,2009-10,211,262.1,66.4,91
88,Naugatuck School District,2,Cross Street Intermediate School,2009-10,191,259.6,67,86.9
88,Naugatuck School District,4,Hillside Intermediate School,2009-10,176,233.9,42.6,74.4
280,"New Beginnings Inc., Family Academy District",1,"New Beginnings Inc., Family Academy",2009-10,34,246,44.1,82.4
89,New Britain School District,11,Diloreto Magnet School,2009-10,75,206.9,17.3,38.7
89,New Britain School District,54,"House of Arts, Letters and Science (HALS)  Academy",2009-10,53,292.6,100,100
89,New Britain School District,53,Pulaski Middle School,2009-10,173,209.6,24.9,48
89,New Britain School District,51,Roosevelt Middle School,2009-10,143,217.6,23.1,55.2
89,New Britain School District,52,Slade Middle School,2009-10,228,215.9,22.4,50.4
90,New Canaan School District,51,Saxe Middle School,2009-10,272,295.6,92.3,99.6
91,New Fairfield School District,52,New Fairfield Middle School,2009-10,238,281.7,85.7,97.1
92,New Hartford School District,3,Ann Antolini School,2009-10,89,277.6,77.5,94.4
93,New Haven School District,15,Augusta Lewis Troup School,2009-10,25,223.8,20,56
93,New Haven School District,2,Barnard Environmental Magnet School,2009-10,40,234.2,35,70
93,New Haven School District,3,Beecher School,2009-10,35,228.3,34.3,54.3
